cp,artist,song,section,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"1,5,6,4",iron maiden,blood brothers,chorus,5FiBy6tPEpGqTaVLQcKDC6,0.243,0.809,4,-6.316,0,0.0479,0.0501,0.0338,0.133,0.444,182.679,434293,3
"1,5,6,4",iron maiden,no more lies,verse and pre-chorus,0Xhnby7DAJ026HpMYdEbSD,0.176,0.845,5,-5.732,1,0.092,0.00546,0.00311,0.123,0.214,190.867,441787,4
"1,5,6,4",braken,to the stars,intro and verse,5rAZJ4K9K0U4BVE6mJBZbW,0.479,0.911,5,-6.465,0,0.0889,0.0122,0.737,0.126,0.144,175.058,202286,4
"1,5,6,4",orchestral manoeuvres in the dark,electricity,intro,60TmG8cFPMBo7kTTFOLiAB,0.47,0.909,9,-5.215,0,0.0339,0.00732,0.304,0.314,0.534,161.647,219067,4
"1,5,6,4",bob dylan,don't think twice it's alright,chorus,,,,,,,,,,,,,,
"1,5,6,4",luke bryan,crash my party,verse,6GBUsjHfZuweYf5lQEz6mP,0.526,0.823,7,-4.03,1,0.0431,0.0309,0.0,0.246,0.435,144.09,234760,4
"1,5,6,4",pegboard nerds,self destruct,chorus,3Uhfd2kI3JAF39bmNPav6r,0.544,0.982,4,-3.812,0,0.088,0.00427,0.744,0.312,0.331,140.044,212571,4
"1,5,6,4",the wanted,we own the night,chorus,34A8fwLutuMtIC0XLKdkqq,0.553,0.937,11,-4.056,1,0.12,0.00559,0.0,0.363,0.548,103.97,205400,4
"1,5,6,4",avicii,hey brother,intro and verse,4RXpgGM7A4Hg7cFBoH5KyF,0.537,0.777,7,-4.829,0,0.0473,0.0279,6.12e-05,0.0838,0.427,124.943,255093,4
"1,5,6,4",pegboard nerds and tristam,razor sharp,verse,2Arw3BvOzm5ljO3IpYX28D,0.681,0.909,9,-4.847,1,0.353,0.00135,2.33e-05,0.0754,0.378,110.007,281455,4
"1,5,6,4",the sing team,satisfied in you,chorus,40jK6rrM6gR5Bju6EuyP2P,0.445,0.0504,1,-14.966,1,0.0389,0.936,0.0,0.109,0.0785,108.636,350227,4
"1,5,6,4",eagle eye cherry,save tonight,intro,1t2Hq2WIBcZINOEnK6mdJG,0.547,0.693,0,-8.786,1,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,239227,4
"1,5,6,4",alex lloyd,amazing,chorus,577yoyrYHtIMLa3iVEq0Ws,0.55,0.459,9,-6.95,1,0.0293,0.816,0.000106,0.0878,0.31,84.865,251413,4
"1,5,6,4",natalie imbruglia,torn,chorus,0KDaN0HL3TcJVTbXlQCEsS,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.608,96.308,244667,4
"1,5,6,4",natalie imbruglia,torn,outro,0KDaN0HL3TcJVTbXlQCEsS,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.608,96.308,244667,4
"1,5,6,4",switchfoot,your love is a song,intro,1ztW0Lu8SFYrIWmaCy9e5G,0.519,0.524,6,-4.082,0,0.0282,0.0305,0.00012,0.207,0.357,80.013,259987,4
"1,5,6,4",jimi hendrix,bold as love,intro and verse,0uco0wQkB909zpPlHvu5Cc,0.354,0.741,1,-6.389,1,0.0806,0.018,0.0134,0.0753,0.596,142.348,251013,4
"1,5,6,4",jimi hendrix,bold as love,chorus,0uco0wQkB909zpPlHvu5Cc,0.354,0.741,1,-6.389,1,0.0806,0.018,0.0134,0.0753,0.596,142.348,251013,4
"1,5,6,4",tan bionica,ciudad magica,pre-chorus and chorus,4OuZrlfDxFCzf86Gp3tafI,0.625,0.904,9,-5.287,0,0.0328,0.000791,3.33e-05,0.146,0.687,121.999,210607,4
"1,5,6,4",a great big world,say something,intro,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3
"1,5,6,4",israel kamakawiwoole,somewhere over the rainbow,intro,1KPagvWa48SQCOUIgjb0dv,0.582,0.103,0,-15.171,1,0.0328,0.963,0.00407,0.0996,0.571,90.051,179333,4
"1,5,6,4",israel kamakawiwoole,somewhere over the rainbow,verse,1KPagvWa48SQCOUIgjb0dv,0.582,0.103,0,-15.171,1,0.0328,0.963,0.00407,0.0996,0.571,90.051,179333,4
"1,5,6,4",israel kamakawiwoole,somewhere over the rainbow,bridge,1KPagvWa48SQCOUIgjb0dv,0.582,0.103,0,-15.171,1,0.0328,0.963,0.00407,0.0996,0.571,90.051,179333,4
"1,5,6,4",mistfolk,storm spirits,pre-chorus and chorus,,,,,,,,,,,,,,
"1,5,6,4",enya,may it be,verse,7LAJWSKK8JMIZAcblgUMS6,0.215,0.169,9,-17.88,1,0.0402,0.974,0.0585,0.0907,0.0547,132.925,257760,3
"1,5,6,4",imagine dragons,demons,intro and verse,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
"1,5,6,4",imagine dragons,demons,pre-chorus and chorus,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
"1,5,6,4",tamas wells,from prying plans into the fire,verse and pre-chorus,1ePFv2hd818POn9AHNn15y,0.481,0.302,9,-12.002,1,0.0333,0.849,0.0146,0.12,0.4,126.135,199267,4
"1,5,6,4",klingande,punga,verse,1zKL8G85Yx3T9Q84TuOCSL,0.681,0.392,3,-6.538,1,0.0342,0.174,0.724,0.0746,0.302,127.956,308836,4
"1,5,6,4",iron maiden,the wicker man,verse and pre-chorus,7e33IaVp4FKTTwOEKqsqEI,0.424,0.98,4,-4.33,0,0.154,0.000855,5.72e-06,0.129,0.296,101.502,275253,4
"1,5,6,4",scorpions,still loving you,chorus,0RdUX4WE0fO30VnlUbDVL6,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453,4
"1,5,6,4",idina menzel,let it go,chorus,0qcr5FMsEO85NAQjrlDRKo,0.541,0.485,8,-6.85,1,0.031,0.558,0.0,0.12,0.369,136.956,223840,4
"1,5,6,4",unite,ai -'ation-,chorus,4bUVlg8BX2AxRD0b9s0dUT,0.512,0.964,11,-2.909,0,0.117,0.000398,0.000448,0.0543,0.277,107.548,245400,4
"1,5,6,4",adel tawil,lieder,verse,1KXDbhj8PUnHnBbPHDZdBV,0.521,0.671,5,-6.178,0,0.0526,0.318,0.0,0.0962,0.445,183.847,229080,4
"1,5,6,4",hollywood undead,bullet,chorus,7MB22jLCA12Ev7Jjp3e1aU,0.681,0.833,4,-4.334,1,0.121,0.179,0.0,0.0677,0.889,184.975,197813,4
"1,5,6,4",paris hilton,nothing in this world,chorus,4XRGwyAARL21fesc6BvliF,0.724,0.772,11,-4.015,0,0.0328,0.00824,0.00454,0.0654,0.932,130.007,189933,4
"1,5,6,4",miriam bryant,push play,chorus,1vHda0rxSNJ5X6UuGDmLGz,0.57,0.753,9,-4.999,1,0.0295,0.00787,0.324,0.17,0.199,109.992,204373,4
"1,5,6,4",hampton the hampster,hampster dance,chorus,3xH8D9sNRsFx8eidayCzum,0.776,0.889,7,-7.689,1,0.0577,0.11,0.00182,0.139,0.906,100.997,197463,4
"1,5,6,4",john denver,take me home - country roads,chorus,2xYlyywNgefLCRDG8hlxZq,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813,4
"1,5,6,4",john denver,take me home - country roads,chorus,2xYlyywNgefLCRDG8hlxZq,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813,4
"1,5,6,4",nightwish,last of the wilds,intro and verse,5liTgnHQHE5IvInSaSpkLV,0.341,0.753,9,-5.07,0,0.0398,0.00187,0.156,0.135,0.0632,137.635,340715,3
"1,5,6,4",brad paisley and alison krauss,whiskey lullaby,chorus,,,,,,,,,,,,,,
"1,5,6,4",dj fortify,pewdiepie song,solo 1,3UQPVQFcbS6OXnBCQLp3hZ,0.741,0.944,8,-3.967,1,0.0768,0.0138,0.805,0.0804,0.762,140.02,294818,4
"1,5,6,4",dj fortify,pewdiepie song,solo 2,3UQPVQFcbS6OXnBCQLp3hZ,0.741,0.944,8,-3.967,1,0.0768,0.0138,0.805,0.0804,0.762,140.02,294818,4
"1,5,6,4",alligatoah,willst du,intro,3g62kHCCbNwhEKYywx5Xwz,0.733,0.751,11,-6.171,1,0.0828,0.631,0.0,0.149,0.701,126.018,218964,4
"1,5,6,4",alligatoah,willst du,chorus,3g62kHCCbNwhEKYywx5Xwz,0.733,0.751,11,-6.171,1,0.0828,0.631,0.0,0.149,0.701,126.018,218964,4
"1,5,6,4",ozzy osbourne,crazy train,intro,2b9lp5A6CqSzwOrBfAFhof,0.453,0.906,9,-4.001,1,0.115,0.361,0.000569,0.26,0.473,137.575,296200,4
"1,5,6,4",zedd-ft-foxes,clarity vicetone remix ,chorus,,,,,,,,,,,,,,
"1,5,6,4",bonnie mckee,american girl,verse,0vvG0VEN6l2fbIEUtq3mQD,0.66,0.816,0,-4.332,0,0.0344,0.00976,1.87e-05,0.59,0.66,127.97,224107,4
"1,5,6,4",kanye west,runaway,chorus,3DK6m7It6Pw857FcQftMds,0.571,0.568,1,-3.827,0,0.0703,0.218,0.0021,0.512,0.109,86.986,547733,4
"1,5,6,4",gary allan,smoke rings in the dark,chorus,5gYTi2aaycwHSAEFz9JMZe,0.544,0.498,11,-9.984,0,0.0279,0.353,0.0117,0.125,0.106,114.984,258827,4
"1,5,6,4",flo rida,whistle,chorus,3bC1ahPIYt1btJzSSEyyrF,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,224653,4
"1,5,6,4",yb,flying butterfly,intro and verse,3I71PFicYG614VGl6hqcUK,0.579,0.724,11,-1.305,1,0.0389,0.0346,0.0,0.103,0.27,126.93,214907,4
"1,5,6,4",yb,flying butterfly,pre-chorus,3I71PFicYG614VGl6hqcUK,0.579,0.724,11,-1.305,1,0.0389,0.0346,0.0,0.103,0.27,126.93,214907,4
"1,5,6,4",yb,flying butterfly,chorus,3I71PFicYG614VGl6hqcUK,0.579,0.724,11,-1.305,1,0.0389,0.0346,0.0,0.103,0.27,126.93,214907,4
"1,5,6,4",the offspring,self esteem,verse,1FkoVC85Ds3mFoK0fVqEqP,0.488,0.862,0,-7.595,1,0.0476,0.0204,0.0,0.359,0.706,104.56,257827,4
"1,5,6,4",sanna nielsen,undo,chorus,3XhlY1x0LcIyHpZJB1g6WS,0.58,0.493,6,-3.53,1,0.0383,0.399,0.0,0.0829,0.256,121.904,187653,4
"1,5,6,4",alligatoah,narben,pre-chorus and chorus,0viuKbkRLz7yfsRlXWuc0l,0.667,0.909,9,-3.192,1,0.137,0.684,0.0,0.68,0.725,99.967,199889,4
"1,5,6,4",daddy yankee,limbo,chorus,3pDhN3qB33AOPhQEkUCaWt,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,224693,4
"1,5,6,4",the beatles,oh darling,verse,2mxByJWOajjiVsLWjNXvDJ,0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,207240,3
"1,5,6,4",tiesto,red lights,chorus,5L2l7mI8J1USMzhsmdjat9,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,262200,4
"1,5,6,4",the script,hall of fame,intro,1X1DWw2pcNZ8zSub3uhlNz,0.421,0.873,10,-4.343,1,0.0565,0.0653,0.0,0.123,0.63,84.803,202533,4
"1,5,6,4",the script,hall of fame,chorus,1X1DWw2pcNZ8zSub3uhlNz,0.421,0.873,10,-4.343,1,0.0565,0.0653,0.0,0.123,0.63,84.803,202533,4
"1,5,6,4",judas priest,breaking the law,verse and pre-chorus,2RaA6kIcvomt77qlIgGhCT,0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840,4
"1,5,6,4",john legend,all of me,intro and verse,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
"1,5,6,4",john legend,all of me,pre-chorus and chorus,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
"1,5,6,4",murray gold,the doctor's theme series 4,verse,6WG98vvHuZdQsiiwrq6Ugo,0.13,0.467,2,-11.692,0,0.0425,0.678,0.94,0.209,0.0532,68.144,165533,3
"1,5,6,4",the all-american rejects,dirty little secret,verse,5lDriBxJd22IhOH9zTcFrV,0.453,0.942,10,-4.256,1,0.0466,0.0004,2.65e-06,0.667,0.457,143.85,193653,4
"1,5,6,4",florida georgia line,cruise,chorus,0i5el041vd6nxrGEU8QRxy,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,4
"1,5,6,4",red hot chili peppers,under the bridge,verse,3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4
"1,5,6,4",red hot chili peppers,under the bridge,chorus,3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4
"1,5,6,4",all levels at once,phoenix,chorus,0d2Uh4Nr94z8RSDf6uirs7,0.561,0.854,10,-5.407,0,0.0454,0.00471,0.0386,0.108,0.432,90.03,276840,4
"1,5,6,4",fergie,big girls don't cry,chorus,3Q4WeJmzxuDpzMu9QjQqbM,0.712,0.647,7,-4.277,1,0.0336,0.239,0.0,0.0955,0.292,113.116,268120,4
"1,5,6,4",kelly clarkson,breakaway,pre-chorus and chorus,61Qhe2mHSLhUE04QeK4lkD,0.446,0.701,9,-4.179,0,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958,237000,3
"1,5,6,4",austra,painful like,chorus,47XIhh2fd9Cwi7o9NhzbzD,0.699,0.651,5,-5.229,0,0.0308,0.039,0.00257,0.119,0.645,115.013,239587,4
"1,5,6,4",hertzdevil,blueshift galaxy,intro,,,,,,,,,,,,,,
"1,5,6,4",scott mckenzie,san francisco,chorus,66ujRcQB3xjilVohGyvTKM,0.569,0.428,7,-13.038,1,0.0292,0.457,5.08e-06,0.105,0.617,113.168,177333,4
"1,5,6,4",alexandra stan,get back asap,chorus,0cf3vFJZj4PdOBB9ONPulh,0.714,0.912,0,-3.865,0,0.0391,0.0438,0.35,0.17,0.718,127.988,209336,4
"1,5,6,4",black eyed peas,where is the love,chorus,3CNqo3gYrfexdrtjFmC9he,0.835,0.706,5,-3.219,1,0.193,0.104,0.0,0.137,0.843,94.086,272533,4
"1,5,6,4",howard shore,bridge of khazad-dum,outro,6HYCOHzY2xR4W2dOokH3ed,0.299,0.492,5,-13.19,0,0.0544,0.36,0.905,0.202,0.0365,84.204,357400,4
"1,5,6,4",harry gregson-williams,metal gear,outro,2Ft993NAjpq9v3ljhHrJtf,0.328,0.409,4,-13.849,0,0.053,0.328,0.882,0.249,0.0591,139.483,237593,4
"1,5,6,4",justice crew,que sera,instrumental,10kcfnWl3qEaKJNGP28AKy,0.587,0.813,8,-3.201,1,0.0483,0.0282,0.0,0.398,0.551,99.935,210920,4
"1,5,6,4",shakira,whenever wherever,chorus,2lnzGkdtDj5mtlcOW2yRtG,0.793,0.832,1,-4.862,0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,196160,4
"1,5,6,4",shakira,whenever wherever,instrumental,2lnzGkdtDj5mtlcOW2yRtG,0.793,0.832,1,-4.862,0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,196160,4
"1,5,6,4",michael walthius,dreaming in stereo - under the moon,chorus,,,,,,,,,,,,,,
"1,5,6,4",les friction,what you need,chorus,57m8apwgi4lleRHdBY1its,0.305,0.568,5,-6.204,1,0.0363,0.0775,1.39e-05,0.112,0.16,175.634,211078,4
"1,5,6,4",john o'callaghan ft sarah howells,find yourself,verse and pre-chorus,,,,,,,,,,,,,,
"1,5,6,4",nightwish,the poet and the pendulum,bridge,26VjpjhsSdC1EVqZw0ZfYC,0.248,0.7,7,-8.401,0,0.0459,0.0165,0.0289,0.986,0.127,144.965,841233,4
"1,5,6,4",olly murs ,dear darlin,chorus,3rispwYjQRRCT3vdFmhQCA,0.512,0.817,11,-4.735,0,0.0465,0.00604,6.3e-06,0.114,0.332,124.044,206773,4
"1,5,6,4",olly murs ,dear darlin,chorus,3rispwYjQRRCT3vdFmhQCA,0.512,0.817,11,-4.735,0,0.0465,0.00604,6.3e-06,0.114,0.332,124.044,206773,4
"1,5,6,4",fall out boy,young volcanoes,verse,4yXNMbZrsFJbPTH0WfhwEB,0.597,0.861,11,-3.867,0,0.0385,0.00127,0.000294,0.367,0.655,95.018,204507,4
"1,5,6,4",fall out boy,young volcanoes,pre-chorus,4yXNMbZrsFJbPTH0WfhwEB,0.597,0.861,11,-3.867,0,0.0385,0.00127,0.000294,0.367,0.655,95.018,204507,4
"1,5,6,4",enrique ft descemer bueno gente de zona,bailando espanol,verse and pre-chorus,,,,,,,,,,,,,,
"1,5,6,4",enrique ft descemer bueno gente de zona,bailando espanol,chorus,,,,,,,,,,,,,,
"1,5,6,4",kors-k--dj-command,smooooch---akiba-kobo-remix-,chorus,,,,,,,,,,,,,,
"1,5,6,4",neo cortex,elements 2004,chorus,2yDQVHYq37tCe6FwgV0tOX,0.549,0.907,11,-8.129,0,0.0419,9.94e-05,0.175,0.106,0.464,139.984,486093,4
"1,5,6,4",neo cortex,elements,chorus,1BrufFTAlkbb8iyTEuSsHU,0.496,0.893,0,-8.33,1,0.0361,0.0113,0.00104,0.139,0.22,139.999,235640,4
"1,5,6,4",neo cortex,elements,verse,1BrufFTAlkbb8iyTEuSsHU,0.496,0.893,0,-8.33,1,0.0361,0.0113,0.00104,0.139,0.22,139.999,235640,4
"1,5,6,4",technikal and nathalie ,big sky,chorus,,,,,,,,,,,,,,
"1,5,6,4",neo cortex,elements,instrumental,1BrufFTAlkbb8iyTEuSsHU,0.496,0.893,0,-8.33,1,0.0361,0.0113,0.00104,0.139,0.22,139.999,235640,4
"1,5,6,4",lana del rey,old money,verse,6IfPyMb0Sxptpx6jBUATOS,0.312,0.168,10,-12.476,0,0.0332,0.888,6.59e-06,0.147,0.154,108.115,271480,1
"1,5,6,4",alicia keys,no one,intro,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,253813,4
"1,5,6,4",green day,boulevard of broken dreams,instrumental,5GorCbAP4aL0EJ16frG2hd,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333,4
"1,5,6,4",mike oldfield,moonlight shadow feat maggie reilly,verse and pre-chorus,,,,,,,,,,,,,,
"1,5,6,4",naruto,sadness and sorrow,instrumental,,,,,,,,,,,,,,
"1,5,6,4",jacksfilms,give this song a title,chorus,,,,,,,,,,,,,,
"1,5,6,4",nightwish,ghost river,intro,0WNrrIgxXyUjdM0l6EChAm,0.426,0.954,5,-5.693,0,0.101,0.0187,0.0,0.942,0.227,144.014,364573,4
"1,5,6,4",john mayer,half of my heart,chorus,7hR5toSPEgwFZ78jfHdANM,0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058,250373,4
"1,5,6,4",eric whitacre,a boy and a girl,chorus,2gbHp8LHdS8Y6QRQIxjNR2,0.0745,0.0406,0,-27.434,1,0.0488,0.979,0.0218,0.103,0.0329,80.023,274827,4
"1,5,6,4",afi,girl's not grey,chorus,,,,,,,,,,,,,,
"1,5,6,4",mat kearney,sooner or later,pre-chorus,52FF0XmKQcTkeRrPihou94,0.539,0.912,9,-4.902,1,0.0369,0.0405,0.00133,0.105,0.495,151.001,236440,4
"1,5,6,4",one republic,stop and stare,chorus,,,,,,,,,,,,,,
"1,5,6,4",cartoons,witch doctor,chorus,1li2UA33w6LQcVXt4Di5UA,0.873,0.942,0,-6.398,1,0.0466,0.0839,7.85e-05,0.233,0.97,136.035,186560,4
"1,5,6,4",alphaville,forever young,verse,4S1VYqwfkLit9mKVY3MXoo,0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822,226706,4
"1,5,6,4",green day,x-kid,chorus,5i559orX0oL7i4AuZGKott,0.574,0.874,4,-3.739,1,0.0874,0.00358,4.04e-06,0.098,0.799,134.963,221720,4
"1,5,6,4",alphaville,forever young,chorus,4S1VYqwfkLit9mKVY3MXoo,0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822,226706,4
"1,5,6,4",heart,what about love,verse and pre-chorus,5nN1jGnCadYk1jYm6oV5zN,0.246,0.631,2,-7.067,0,0.0377,0.295,0.0,0.321,0.3,160.633,221671,4
"1,5,6,4",jonathan larson,seasons of love,verse,5A7ehONNFWwKsxTPuCXuX3,0.6,0.795,8,-5.706,1,0.0493,0.355,0.000405,0.201,0.741,178.051,242867,4
"1,5,6,4",chelsea ward,that's falling in love,verse,,,,,,,,,,,,,,
"1,5,6,4",paul mccartney,meat free monday,verse,,,,,,,,,,,,,,
"1,5,6,4",a great big world,say something,intro and verse,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3
"1,5,6,4",a great big world,say something,chorus,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3
"1,5,6,4",avicii,father told me,pre-chorus and chorus,,,,,,,,,,,,,,
"1,5,6,4",roomie,how to make a number one song without talent,chorus,,,,,,,,,,,,,,
"1,5,6,4",avicii,the days,chorus,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,176658,4
"1,5,6,4",avicii,the days,chorus,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,176658,4
"1,5,6,4",avicii,the nights fifa 15 soundtrack,instrumental,,,,,,,,,,,,,,
"1,5,6,4",3oh3,don't trust me,chorus,,,,,,,,,,,,,,
"1,5,6,4",fountains of wayne,stacy's mum,chorus,,,,,,,,,,,,,,
"1,5,6,4",the calling,wherever you will go,chorus,5QpaGzWp0hwB5faV8dkbAz,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,208600,4
"1,5,6,4",calvin harris,i need your love,chorus,05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507,4
"1,5,6,4",calvin harris,i need your love,intro,05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507,4
"1,5,6,4",justice crew,que sera,chorus,10kcfnWl3qEaKJNGP28AKy,0.587,0.813,8,-3.201,1,0.0483,0.0282,0.0,0.398,0.551,99.935,210920,4
"1,5,6,4",bastille,what would you do,verse,2WwzQJt4hG7YC6x16ZTYFM,0.581,0.732,0,-6.024,1,0.0417,0.382,0.00254,0.385,0.36,89.994,183333,4
"1,5,6,4",bastille,what would you do,chorus,2WwzQJt4hG7YC6x16ZTYFM,0.581,0.732,0,-6.024,1,0.0417,0.382,0.00254,0.385,0.36,89.994,183333,4
"1,5,6,4",taylor swift,bad blood,chorus,273dCMFseLcVsoSWx59IoE,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,211933,4
"1,5,6,4",the divine comedy,at the indie disco,bridge,5CmQgmKwmSf3ojZTuvHekY,0.843,0.57,6,-9.873,0,0.0375,0.153,0.00445,0.0978,0.962,116.016,198307,4
"1,5,6,4",the gaslight anthem,the spirit of jazz,verse,5FtNsOFq63CELkLkSO8aB6,0.441,0.94,7,-3.159,1,0.068,0.000645,0.0371,0.234,0.854,163.915,193253,4
"1,5,6,4",the gaslight anthem,the navesink banks,verse,4dRBz1JQWDffB8RqGgdppc,0.59,0.228,8,-15.131,0,0.0322,0.759,0.00502,0.116,0.345,90.268,168733,4
"1,5,6,4",echosmith,cool kids,chorus,13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4
"1,5,6,4",the gaslight anthem,have mercy,verse,,,,,,,,,,,,,,
"1,5,6,4",echosmith,cool kids,intro,13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4
"1,5,6,4",jimi hendrix,bold as love,verse,0uco0wQkB909zpPlHvu5Cc,0.354,0.741,1,-6.389,1,0.0806,0.018,0.0134,0.0753,0.596,142.348,251013,4
"1,5,6,4",biffy clyro,the captain,verse,1louej4PYOVIVbagP1taO0,0.411,0.62,0,-6.263,1,0.0511,0.0762,0.0,0.0906,0.783,129.205,223200,3
"1,5,6,4",the gaslight anthem,45,chorus,25Sd73fleKUVPNqITPZkn1,0.315,0.97,8,-4.709,1,0.102,0.000696,0.0,0.277,0.423,178.068,202493,4
"1,5,6,4",tomas danko,plastic pop,verse,,,,,,,,,,,,,,
"1,5,6,4",martin tungevaag,wicked wonderland,solo,2hara3gB7DvvotSS7kaaDG,0.699,0.812,6,-5.772,0,0.135,0.00461,0.0161,0.397,0.749,127.916,217270,4
"1,5,6,4",soldat louis,tirer des caisses,chorus,3Bp7Qp6LzWIWTQzsIBHfRh,0.552,0.693,9,-3.851,1,0.0588,0.36,0.0,0.0638,0.771,149.436,244000,4
"1,5,6,4",john murphy,sunshine,instrumental,50ExtKr8j9cHTY3OEw282G,0.173,0.409,7,-9.459,1,0.0369,0.011,0.813,0.0972,0.0361,119.46,284834,4
"1,5,6,4",the gaslight anthem,rollin' and tumblin',chorus,7cJWygxttDk33BSmUYfJqA,0.471,0.938,0,-5.294,1,0.11,0.00168,0.0,0.138,0.819,159.057,170933,4
"1,5,6,4",men at work,land down under,chorus,,,,,,,,,,,,,,
"1,5,6,4",caramell,caramelldansen,chorus,0r2JODBoOO6DKgFB2m73q9,0.602,0.999,6,-5.236,1,0.0956,0.0136,0.617,0.341,0.789,164.822,175333,4
"1,5,6,4",michael buble,it's a beautiful day,verse,,,,,,,,,,,,,,
"1,5,6,4",vangelis,hymne,intro and verse,1C128gNLnz7jXsQRQ6QYXn,0.217,0.261,2,-13.159,1,0.0332,0.286,0.717,0.245,0.123,117.481,164133,5
"1,5,6,4",wyclef jean,divine sorrow,verse,2h9DxDhkLPpYiEdBtpLykG,0.546,0.606,0,-4.158,1,0.041,0.0255,0.0,0.1,0.413,129.996,278715,4
"1,5,6,4",breeze vs ufo and lost witness,love to the stars - azora remix,intro,3CLDvla6EK7r8Dt9Ql8U7Y,0.705,0.702,0,-7.533,1,0.14,0.00872,0.000318,0.0326,0.65,143.961,279808,4
"1,5,6,4",alice cooper,poison,pre-chorus and chorus,5XcZRgJv3zMhTqCyESjQrF,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080,4
"1,5,6,4",the pogues and kirsty maccoll,fairytale of new york,verse,5DgZL94tF4LP18F5jHu25W,0.284,0.443,2,-11.55,1,0.0315,0.195,0.043,0.0917,0.173,78.363,252853,4
"1,5,6,4",owl city,when can i see you again,pre-chorus,5ZkAx8zjLiSs1nMmBwJoZS,0.638,0.831,11,-6.812,0,0.081,0.0263,0.0,0.0491,0.388,127.975,218093,4
